, C0,Dr No,Date Reported,Date Occurred,Time Occurred,Area Code,Area Name,Rpt Dist No,Part 1-2,Crime Code,Crime Description,Modus Operandi,Victim Age,Victim Gender,Victim Descent,Crime Location,Case Status,Street Address,Latitude,Longitude,Weapon Description,Cross Street,Age Group,Delay,Delay Category,Week Period,Month Period,Time Slot
707,1071,201704163,2020-01-03,2020-01-03,1970-01-01 06:45:00,17,Devonshire,1795,1,236,Intimate Partner - Aggravated Assault,0913 1309 1300 1814 2000 1310 0416,20,Female,White,Parking Lot,Adult Other,17100 Roscoe Bl,34.2214,-118.5055,Vehicle,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,6-8
708,1313,200104273,2020-01-04,2020-01-04,1970-01-01 19:30:00,1,Central,122,2,930,Criminal Threats - No Weapon Displayed,1814 2000 2002 0443 0421,27,Female,Hispanic/Latin/Mexican,Park/playground,Adult Other,200 N Grand Av,34.057,-118.2476,Verbal Threat,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,18-20
709,1761,200904184,2020-01-05,2020-01-04,1970-01-01 10:30:00,9,Van Nuys,932,2,624,Battery - Simple Assault,1259 0416 0417 2024 0554,17,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Juv Other,14800 Victory Bl,34.1867,-118.4553,Strong-arm,Data Missing,Teenager,1,2 days,2019-12-30,2020-01-01,10-12
710,2109,200504276,2020-01-06,2020-01-06,1970-01-01 10:00:00,5,Harbor,521,2,745,Vandalism - Misdeameanor,1300 0329,21,Male,White,"Vehicle, Passenger/truck",Invest Cont,2100 N Gaffey St,33.7639,-118.2934,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,10-12
711,2133,200904221,2020-01-06,2020-01-06,1970-01-01 05:50:00,9,Van Nuys,941,1,210,Robbery,0363 1822 1281 1414 0344 0334 0421 1402 0416,36,Male,White,Sidewalk,Invest Cont,5600 Kester Av,34.1721,-118.4574,Semi-automatic Pistol,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,6-8
712,2250,200904207,2020-01-06,2020-01-03,1970-01-01 18:00:00,9,Van Nuys,974,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Hortense,34.154,-118.4552,Data Missing,WILLIS,Unknown,3,3-7 days,2019-12-30,2020-01-01,18-20
713,2294,201704273,2020-01-06,2020-01-02,1970-01-01 10:30:00,17,Devonshire,1781,2,740,Vandalism - Felony,0329 1202,62,Male,Black,Parking Lot,Invest Cont,8700 Independence Av,34.2282,-118.5907,Data Missing,Data Missing,Adult,4,3-7 days,2019-12-30,2020-01-01,10-12
714,2417,201204352,2020-01-06,2020-01-06,1970-01-01 06:30:00,12,77th Street,1259,1,230,Assault With Deadly Weapon- Aggravated Assault,1822 0312 0334 1309 1240 0302 1310,28,Male,Hispanic/Latin/Mexican,Driveway,Invest Cont,800 E 76th St,33.9712,-118.2608,Hand Gun,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,6-8
715,2568,200304370,2020-01-07,2020-01-04,1970-01-01 04:00:00,3,Southwest,335,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Jefferson,34.0256,-118.3224,Data Missing,5TH,Unknown,3,3-7 days,2019-12-30,2020-01-01,4-6
716,2647,200504321,2020-01-07,2020-01-07,1970-01-01 17:45:00,5,Harbor,551,2,624,Battery - Simple Assault,0444 0913 1810 0305,68,Female,Hispanic/Latin/Mexican,Alley,Adult Other,1200 W Ofarrell St,33.7462,-118.302,Strong-arm,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,18-20
717,2799,202004302,2020-01-07,2020-01-05,1970-01-01 17:00:00,20,Olympic,2029,1,330,Burglary From Vehicle,0344 1307 1609 0329,34,Female,Hispanic/Latin/Mexican,Street,Invest Cont,Virgil,34.069,-118.2869,Data Missing,3RD,Adult,2,3-7 days,2019-12-30,2020-01-01,16-18
718,2927,201204454,2020-01-07,2020-01-07,1970-01-01 12:30:00,12,77th Street,1258,1,210,Robbery,0342 0370 0305 0444 0429 1822 0416 0448 0344,64,Male,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,74th St,33.973,-118.2695,Strong-arm,SAN PEDRO                    ST,Adult,0,1 day,2020-01-06,2020-01-01,12-14
719,3002,201700512,2020-01-07,2020-01-07,1970-01-01 19:40:00,17,Devonshire,1764,2,624,Battery - Simple Assault,1202 0444,64,Male,Black,Shopping Mall (common Area),Adult Other,19500 Plummer St,34.2428,-118.5579,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,20-22
720,3081,200504341,2020-01-08,2020-01-08,1970-01-01 09:00:00,5,Harbor,566,1,440,Theft Plain - Petty,0344 0416 0429 0446 0216 1822,69,Male,White,Liquor Store,Invest Cont,1000 S Palos Verdes St,33.7351,-118.2814,Strong-arm,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,8-10
721,3188,200904306,2020-01-08,2020-01-07,1970-01-01 17:20:00,9,Van Nuys,985,2,661,Unauthorized Computer Access,0100 0929 1216 1822,50,Female,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,4400 Murietta Av,34.1504,-118.4383,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,16-18
722,3534,200204420,2020-01-09,2020-01-01,1970-01-01 18:00:00,2,Rampart,249,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Lucas Av,34.0524,-118.2652,Data Missing,INGRAHAM                     ST,Unknown,8,8-30 days,2019-12-30,2020-01-01,18-20
723,3566,200304722,2020-01-09,2020-01-08,1970-01-01 18:00:00,3,Southwest,362,2,745,Vandalism - Misdeameanor,0329 1307 1300,35,Female,Black,"Vehicle, Passenger/truck",Invest Cont,4500 Martin Luther King Jr Bl,34.0175,-118.346,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,18-20
724,3747,200704401,2020-01-09,2020-01-07,1970-01-01 00:01:00,7,Wilshire,713,2,354,Theft Of Identity,0930 1822,50,Male,White,Single Family Dwelling,Invest Cont,300 N Sierra Bonita Av,34.0762,-118.3543,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-06,2020-01-01,0-2
725,4082,200404365,2020-01-10,2020-01-10,1970-01-01 16:40:00,4,Hollenbeck,469,1,442,Shoplifting - Petty Theft,0342 0344 0325 0326 1309,0,Male,White,Other Business,Invest Cont,3400 E 4th St,34.034,-118.1968,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,16-18
726,4378,201904413,2020-01-10,2020-01-09,1970-01-01 16:30:00,19,Mission,1961,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,15400 Superior St,34.2464,-118.4675,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,16-18
727,4455,202104463,2020-01-10,2020-01-10,1970-01-01 22:00:00,21,Topanga,2157,2,745,Vandalism - Misdeameanor,0329 1300,37,Male,Hispanic/Latin/Mexican,Street,Invest Cont,6800 Independence Av,34.1938,-118.5906,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,22-24
728,4475,201304525,2020-01-10,2020-01-10,1970-01-01 19:00:00,13,Newton,1342,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,100 E Jefferson Bl,34.0187,-118.2726,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,18-20
729,4551,200104772,2020-01-11,2020-01-11,1970-01-01 00:05:00,1,Central,152,2,624,Battery - Simple Assault,1822 0910 0444 0319 0416 0446 1218 2048,57,Male,Black,Mta - Red Line - 7th And Metro Center,Invest Cont,600 S Figueroa St,34.0509,-118.2585,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,0-2
730,4618,200404388,2020-01-11,2020-01-09,1970-01-01 20:00:00,4,Hollenbeck,429,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,3800 Stockbridge Av,34.0896,-118.1634,Data Missing,Data Missing,Unknown,2,3-7 days,2020-01-06,2020-01-01,20-22
731,4622,200404396,2020-01-11,2020-01-08,1970-01-01 23:55:00,4,Hollenbeck,409,1,440,Theft Plain - Petty,0344,38,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,4400 Guardia Av,34.0965,-118.1674,Data Missing,Data Missing,Adult,3,3-7 days,2020-01-06,2020-01-01,22-24
732,4751,200104816,2020-01-11,2020-01-11,1970-01-01 21:30:00,1,Central,157,2,624,Battery - Simple Assault,0416 0417 0913 1218 2004,39,Female,White,Sidewalk,Adult Other,6th,34.0417,-118.2444,Strong-arm,CROCKER,Adult,0,1 day,2020-01-06,2020-01-01,20-22
733,4969,201804560,2020-01-11,2020-01-10,1970-01-01 01:30:00,18,Southeast,1804,1,330,Burglary From Vehicle,0329 1307 1609 0358 0344,47,Female,Hispanic/Latin/Mexican,Street,Invest Cont,8700 S Central Av,33.9593,-118.2564,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,0-2
734,5431,201004450,2020-01-12,2020-01-09,1970-01-01 17:00:00,10,West Valley,1039,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,15800 Vanowen St,34.1939,-118.4772,Data Missing,Data Missing,Unknown,3,3-7 days,2020-01-06,2020-01-01,16-18
735,5994,201404713,2020-01-13,2020-01-13,1970-01-01 05:30:00,14,Pacific,1444,1,210,Robbery,0344 1218 1822 0355 0432,64,Male,White,Sidewalk,Invest Cont,Del Rey,33.9901,-118.4466,Verbal Threat,WASHINGTON,Adult,0,1 day,2020-01-13,2020-01-01,4-6
736,6416,202104609,2020-01-14,2020-01-12,1970-01-01 08:00:00,21,Topanga,2105,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,21900 Chase St,34.2243,-118.6043,Data Missing,Data Missing,Unknown,2,3-7 days,2020-01-06,2020-01-01,8-10
737,7058,200204766,2020-01-16,2020-01-16,1970-01-01 03:55:00,2,Rampart,271,1,210,Robbery,1218 0342 0411 0344 2033 1822,24,Male,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,1000 Grand View St,34.0527,-118.282,Knife With Blade 6inches Or Less,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,4-6
738,7097,200304882,2020-01-16,2020-01-15,1970-01-01 20:15:00,3,Southwest,311,1,350,Theft- Person,0344,33,Female,White,Other Premise,Invest Cont,La Cienega,34.0265,-118.3721,Data Missing,JEFFERSON,Adult,1,2 days,2020-01-13,2020-01-01,20-22
739,7354,202004710,2020-01-16,2020-01-16,1970-01-01 21:20:00,20,Olympic,2044,2,745,Vandalism - Misdeameanor,0329,0,Unknown,Unknown,Laundromat,Invest Cont,3300 W 8th St,34.0577,-118.2998,Air Pistol/revolver/rifle/bb Gun,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,20-22
740,7585,201404938,2020-01-16,2020-01-16,1970-01-01 13:20:00,14,Pacific,1469,2,662,Bunco- Grand Theft,1501,27,Female,Other,Single Family Dwelling,Invest Cont,7000 Alvern St,33.9758,-118.3767,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
741,7591,202104714,2020-01-16,2020-01-16,1970-01-01 18:05:00,21,Topanga,2126,1,210,Robbery,1310 0334 0330 0916 1822 1402,30,Female,Other Asian,Parking Lot,Juv Arrest,20900 Roscoe Bl,34.2199,-118.5885,Hand Gun,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
742,7729,200304978,2020-01-17,2020-01-17,1970-01-01 15:35:00,3,Southwest,363,1,236,Intimate Partner - Aggravated Assault,2000 2034 0400 0416,27,Female,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Arrest,4100 Palmyra Rd,34.0149,-118.3436,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,14-16
743,8103,201205152,2020-01-17,2020-01-17,1970-01-01 17:00:00,12,77th Street,1256,1,210,Robbery,0416 0344 1302 1822,33,Male,Hispanic/Latin/Mexican,Street,Invest Cont,Figueroa,33.9717,-118.2827,Strong-arm,75TH                         ST,Adult,0,1 day,2020-01-13,2020-01-01,16-18
744,8371,200904791,2020-01-18,2020-01-18,1970-01-01 07:00:00,9,Van Nuys,905,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,7300 Kester Av,34.203,-118.4575,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,6-8
745,8472,201604770,2020-01-18,2020-01-18,1970-01-01 08:40:00,16,Foothill,1679,1,330,Burglary From Vehicle,1307 0344,43,Female,Hispanic/Latin/Mexican,Street,Invest Cont,La Tuna Canyon,34.2348,-118.2908,Data Missing,FOOTHILL                     FY,Adult,0,1 day,2020-01-13,2020-01-01,8-10
746,8605,201604748,2020-01-18,2020-01-11,1970-01-01 10:00:00,16,Foothill,1654,1,440,Theft Plain - Petty,1822 0394,27,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,12300 Osborne Pl,34.2604,-118.401,Data Missing,Data Missing,Adult,7,8-30 days,2020-01-06,2020-01-01,10-12
747,8972,202004812,2020-01-19,2020-01-19,1970-01-01 20:30:00,20,Olympic,2026,1,230,Assault With Deadly Weapon- Aggravated Assault,1206 0334 0416 2002 0411 0913,42,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Arrest,300 S Kenmore Av,34.0691,-118.2967,Other Knife,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,20-22
748,9437,202104934,2020-01-20,2020-01-20,1970-01-01 10:30:00,21,Topanga,2157,1,310,Burglary,0321 0344 1605 0352 0206,31,Female,Other Asian,Single Family Dwelling,Invest Cont,21200 Kittridge St,34.1912,-118.5941,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,10-12
749,9443,201405112,2020-01-20,2020-01-20,1970-01-01 13:55:00,14,Pacific,1496,2,624,Battery - Simple Assault,0522,34,Female,Black,Hotel,Adult Other,6100 W Century Bl,33.9472,-118.3909,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,14-16
750,9744,200204994,2020-01-21,2020-01-21,1970-01-01 04:10:00,2,Rampart,257,2,740,Vandalism - Felony,0329 2004,0,Unknown,Unknown,Hospital,Adult Arrest,1200 Wilshire Bl,34.053,-118.2648,Data Missing,Data Missing,Unknown,0,1 day,2020-01-20,2020-01-01,4-6
751,298,201804010,2020-01-01,2020-01-01,1970-01-01 02:00:00,18,Southeast,1822,2,626,Intimate Partner - Simple Assault,0329 2000 0913 1813,35,Female,Black,Single Family Dwelling,Adult Other,9600 S Broadway,33.9492,-118.2781,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
752,326,201604004,2020-01-01,2020-01-01,1970-01-01 00:05:00,16,Foothill,1601,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,11900 Cometa Av,34.2866,-118.4125,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,0-2
753,330,201204076,2020-01-01,2020-01-01,1970-01-01 23:30:00,12,77th Street,1203,1,236,Intimate Partner - Aggravated Assault,2000 1814 0411 0329 0913,42,Male,Black,Sidewalk,Invest Cont,1600 W 47th St,34.001,-118.3067,Other Knife,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,22-24
754,572,202004065,2020-01-02,2020-01-02,1970-01-01 05:00:00,20,Olympic,2026,1,230,Assault With Deadly Weapon- Aggravated Assault,1822 0334 0416 0445 0446 1266 1402,25,Male,Black,Laundromat,Invest Cont,3600 W 3rd St,34.0691,-118.2941,Stick,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,4-6
755,867,200704157,2020-01-03,2020-01-03,1970-01-01 12:00:00,7,Wilshire,702,1,310,Burglary,0344,0,Male,Other,Other Business,Invest Cont,7400 Melrose Av,34.0836,-118.3511,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,12-14
756,1017,201504142,2020-01-03,2020-01-03,1970-01-01 12:00:00,15,N Hollywood,1543,2,624,Battery - Simple Assault,0416 0561 1202,71,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,12400 Killion St,34.1712,-118.4031,Strong-arm,Data Missing,Old,0,1 day,2019-12-30,2020-01-01,12-14
757,1653,200404150,2020-01-05,2020-01-04,1970-01-01 10:00:00,4,Hollenbeck,443,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Cesar E Chavez,34.0609,-118.2052,Data Missing,CORNWELL,Unknown,1,2 days,2019-12-30,2020-01-01,10-12
758,1813,202104184,2020-01-05,2020-01-04,1970-01-01 23:30:00,21,Topanga,2175,2,888,Trespassing,1814,42,Male,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,22000 Collins St,34.1746,-118.6058,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,22-24
759,1871,201604147,2020-01-05,2020-01-05,1970-01-01 08:30:00,16,Foothill,1663,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,9300 Telfair Av,34.2383,-118.3988,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,8-10
760,2022,200104377,2020-01-06,2020-01-05,1970-01-01 20:00:00,1,Central,163,2,624,Battery - Simple Assault,0448 0305 0913 0554,71,Male,Black,Street,Invest Cont,8th,34.0438,-118.2547,Strong-arm,BROADWAY,Old,1,2 days,2019-12-30,2020-01-01,20-22
761,2217,200104356,2020-01-06,2020-01-06,1970-01-01 09:20:00,1,Central,154,2,626,Intimate Partner - Simple Assault,2000 0416 1813,30,Female,Black,Sidewalk,Adult Other,500 S Main St,34.0465,-118.2488,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,8-10
762,2277,202104215,2020-01-06,2020-01-06,1970-01-01 03:08:00,21,Topanga,2133,1,310,Burglary,1609 0344,65,Male,White,Drug Store,Invest Cont,7300 Medical Center Dr,34.2024,-118.6308,Data Missing,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,2-4
763,2432,201504305,2020-01-06,2020-01-06,1970-01-01 15:45:00,15,N Hollywood,1591,2,625,Other Assault,2004 0400 0356,39,Female,White,Parking Lot,Invest Cont,12100 Ventura Bl,34.1436,-118.3953,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,16-18
764,2459,201904233,2020-01-06,2020-01-06,1970-01-01 00:30:00,19,Mission,1964,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Parking Lot,Invest Cont,9100 Van Nuys Bl,34.2389,-118.4536,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,0-2
765,2978,201204471,2020-01-07,2020-01-07,1970-01-01 13:20:00,12,77th Street,1218,1,230,Assault With Deadly Weapon- Aggravated Assault,0913 1309,47,Male,Hispanic/Latin/Mexican,Street,Adult Other,56th St,33.9915,-118.2827,Vehicle,FIGUEROA                     ST,Adult,0,1 day,2020-01-06,2020-01-01,12-14
766,3259,202004330,2020-01-08,2020-01-08,1970-01-01 10:55:00,20,Olympic,2058,2,624,Battery - Simple Assault,0334 0401 0416 0554,22,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,900 S Westmoreland Av,34.0537,-118.2891,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,10-12
767,3327,201204500,2020-01-08,2020-01-08,1970-01-01 04:20:00,12,77th Street,1233,1,330,Burglary From Vehicle,0344 1307,38,Female,Black,Street,Invest Cont,1600 W 59th St,33.9875,-118.3046,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,4-6
768,3378,201404828,2020-01-08,2020-01-07,1970-01-01 22:30:00,14,Pacific,1494,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,1822 0344,20,Female,White,Transportation Facility (airport),Invest Cont,700 World Wy,33.9432,-118.4013,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,22-24
769,3454,201700516,2020-01-08,2020-01-08,1970-01-01 23:10:00,17,Devonshire,1701,2,740,Vandalism - Felony,0329 1402,37,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,11400 Ghiberti Wy,34.2788,-118.5723,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,22-24
770,3465,201204557,2020-01-08,2020-01-08,1970-01-01 19:45:00,12,77th Street,1239,2,740,Vandalism - Felony,2201,0,Unknown,Unknown,Church/chapel (changed 03-03 From Church/temple),Invest Cont,5900 S Figueroa St,33.9874,-118.2827,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,20-22
771,3994,201204629,2020-01-09,2020-01-09,1970-01-01 22:00:00,12,77th Street,1243,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,1700 W Gage Av,33.9824,-118.3068,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,22-24
772,3998,201204601,2020-01-09,2020-01-08,1970-01-01 21:00:00,12,77th Street,1266,1,330,Burglary From Vehicle,1300 1609 0329 0344,32,Male,Hispanic/Latin/Mexican,Street,Invest Cont,Figueroa St,33.9644,-118.2827,Data Missing,82ND                         ST,Adult,1,2 days,2020-01-06,2020-01-01,20-22
773,4088,200404376,2020-01-10,2020-01-05,1970-01-01 18:20:00,4,Hollenbeck,459,1,440,Theft Plain - Petty,1822 0344,19,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,3100 Malabar St,34.0459,-118.1967,Data Missing,Data Missing,Adult,5,3-7 days,2019-12-30,2020-01-01,18-20
774,4354,202004432,2020-01-10,2020-01-10,1970-01-01 14:40:00,20,Olympic,2036,2,901,Violation Of Restraining Order,2038 1241 1813 2000,50,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,700 S New Hampshire Av,34.0598,-118.2929,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,14-16
775,4769,200804472,2020-01-11,2020-01-10,1970-01-01 08:00:00,8,West LA,804,2,624,Battery - Simple Assault,1202 0444 0429 0603 0361,70,Male,White,Single Family Dwelling,Adult Arrest,1200 N Kenter Av,34.078,-118.4918,Strong-arm,Data Missing,Old,1,2 days,2020-01-06,2020-01-01,8-10
776,4775,201100513,2020-01-11,2020-01-09,1970-01-01 21:30:00,11,Northeast,1148,1,310,Burglary,0344 1822 0321 1402,42,Male,Other,Single Family Dwelling,Invest Cont,600 Crane Bl,34.106,-118.2087,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-06,2020-01-01,20-22
777,4906,201504487,2020-01-11,2020-01-10,1970-01-01 05:00:00,15,N Hollywood,1559,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,5000 E Cahuenga Bl,34.1613,-118.3615,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,4-6
778,5043,200304666,2020-01-12,2020-01-12,1970-01-01 17:00:00,3,Southwest,354,2,624,Battery - Simple Assault,0416 0446 0360,25,Female,Black,Single Family Dwelling,Invest Cont,2300 W Jefferson Bl,34.0256,-118.3205,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,16-18
779,5184,200704630,2020-01-12,2020-01-12,1970-01-01 14:40:00,7,Wilshire,706,1,442,Shoplifting - Petty Theft,0344,24,Male,Black,"Discount Store (99 Cent,dollar,etc.",Invest Cont,800 N La Brea Av,34.0853,-118.3441,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,14-16
780,5550,200504715,2020-01-13,2020-01-08,1970-01-01 11:00:00,5,Harbor,513,1,330,Burglary From Vehicle,0344 1300 1612,50,Male,White,Parking Lot,Invest Cont,1200 Figueroa Pl,33.786,-118.2816,Data Missing,Data Missing,Adult,5,3-7 days,2020-01-06,2020-01-01,10-12
781,5605,200904535,2020-01-13,2020-01-13,1970-01-01 12:15:00,9,Van Nuys,985,2,624,Battery - Simple Assault,0444,37,Male,White,Department Store,Adult Arrest,14100 Ventura Bl,34.1495,-118.4399,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
782,5757,202004512,2020-01-13,2020-01-10,1970-01-01 00:12:00,20,Olympic,2017,2,354,Theft Of Identity,1822 1202 0929 0100,64,Female,Black,Single Family Dwelling,Invest Cont,200 S Berendo St,34.0709,-118.2941,Data Missing,Data Missing,Adult,3,3-7 days,2020-01-06,2020-01-01,0-2
783,6132,201004527,2020-01-14,2020-01-10,1970-01-01 00:05:00,10,West Valley,1035,2,354,Theft Of Identity,0930 1822 1202,68,Male,White,Single Family Dwelling,Invest Cont,6300 Bertrand Av,34.1879,-118.5245,Data Missing,Data Missing,Old,4,3-7 days,2020-01-06,2020-01-01,0-2
