,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
79,200604022,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2030,6,Hollywood,679,1,350,"THEFT, PERSON",0344,52,M,H,101.0,STREET,IC,Invest Cont,350.0,,WESTERN,34.0886,-118.3027,,,ROMAINE,,
80,201004017,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1500,10,West Valley,1049,1,220,ATTEMPTED ROBBERY,1402 0344 2004 1218,36,M,H,109.0,PARK/PLAYGROUND,AO,Adult Other,220.0,998.0,WOODLEY,34.1867,-118.4836,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VICTORY,,
81,201104004,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,40,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,36,M,H,102.0,SIDEWALK,IC,Invest Cont,624.0,,6000    LA PRADA                     ST,34.1247,-118.1896,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
82,200200501,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,255,2,Rampart,251,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0432 0421 1402 1817 0417 0906 0913,31,F,H,102.0,SIDEWALK,AA,Adult Arrest,930.0,998.0,600 S  RAMPART                      BL,34.0624,-118.2813,511.0,VERBAL THREAT,,,
83,200204089,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,200,2,Rampart,247,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0305 1402 2034 2002 1810 1206 0913,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230.0,998.0,500 S  BURLINGTON                   AV,34.0584,-118.2708,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,
84,200600509,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,240,6,Hollywood,644,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0400,38,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,930.0,,7500    FOUNTAIN                     AV,34.0962,-118.349,102.0,HAND GUN,,,
85,200704074,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1815,7,Wilshire,702,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,31,F,W,207.0,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,341.0,,MELROSE                      AV,34.0836,-118.3522,,,VISTA                        ST,,
86,200604040,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,120,6,Hollywood,645,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1206 2033,27,M,O,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),IC,Invest Cont,624.0,,7000 W  SUNSET                       BL,34.098,-118.3416,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
87,200604043,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,355,6,Hollywood,678,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0417,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626.0,,900 N  SERRANO                      AV,34.0863,-118.3064,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
88,200604015,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2000,6,Hollywood,656,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1218,36,M,W,101.0,STREET,IC,Invest Cont,230.0,,1000    COLE                         AV,34.0889,-118.3299,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
89,200504016,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,100,5,Harbor,507,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0334 0302 1100 0216 1822 0906 0430 0309 1017,44,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,230.0,,1600    228TH                        ST,33.819,-118.3063,102.0,HAND GUN,,,
90,200804037,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1250,8,West LA,831,1,761,BRANDISH WEAPON,1822 0416 0334,28,M,W,210.0,RESTAURANT/FAST FOOD,AA,Adult Arrest,761.0,,11900 W  SAN VICENTE                  BL,34.0527,-118.4699,200.0,KNIFE WITH BLADE 6INCHES OR LESS,,,
91,200604013,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,100,6,Hollywood,667,1,210,ROBBERY,1822 0400 0416 0417 0344,55,M,B,102.0,SIDEWALK,IC,Invest Cont,210.0,,GOWER                        ST,34.098,-118.3223,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SUNSET                       BL,,
92,200704075,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1800,7,Wilshire,733,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,64,M,W,147.0,POOL-PUBLIC/OUTDOOR OR INDOOR*,IC,Invest Cont,341.0,,CURSON,34.0649,-118.3546,,,6TH                          ST,,
93,201004031,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1350,10,West Valley,1065,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1309,0,M,O,202.0,LIQUOR STORE,IC,Invest Cont,343.0,,17900    VENTURA                      BL,34.1675,-118.5226,,,,,
94,200604012,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1840,6,Hollywood,666,1,210,ROBBERY,0400 0416 0344 1822 0945,0,X,X,401.0,MINI-MART,IC,Invest Cont,210.0,,1200    VINE                         ST,34.0926,-118.3266,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
95,200404043,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1853,4,Hollenbeck,424,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0445 1822,22,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,230.0,,2300    ALTA                         ST,34.072,-118.2039,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
96,201004030,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1600,10,West Valley,1003,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,29,F,H,101.0,STREET,IC,Invest Cont,420.0,,18700    KESWICK                      ST,34.2102,-118.5404,,,,,
97,200404042,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1853,4,Hollenbeck,424,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0445 1259 1822,16,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,230.0,,2300    ALTA                         ST,34.072,-118.2039,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
98,200404044,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1853,4,Hollenbeck,424,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0445,27,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,230.0,,2300    ALTA                         ST,34.072,-118.2039,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
99,200804036,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1530,8,West LA,857,1,210,ROBBERY,1202 0346 0448 0416 1300 1822,67,F,O,114.0,TAXI,AO,Adult Other,210.0,,1500    REEVES                       ST,34.0525,-118.3964,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
100,200704042,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,200,7,Wilshire,737,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0444 0334 1414 0913,21,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,236.0,,5200    WILSHIRE                     BL,34.0622,-118.3429,200.0,KNIFE WITH BLADE 6INCHES OR LESS,,,
101,201104010,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,220,11,Northeast,1137,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0400 0416,43,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,236.0,,600 N  AVENUE 50,34.1109,-118.2016,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
102,200104434,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,250,1,Central,128,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,26,F,W,108.0,PARKING LOT,AO,Adult Other,330.0,,300 E  2ND                          ST,34.0498,-118.24,,,,,
103,200904014,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,500,9,Van Nuys,905,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0417 0419 2000,29,F,H,104.0,DRIVEWAY,AA,Adult Arrest,626.0,,7300    KESTER                       AV,34.203,-118.4575,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
104,201104035,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1,11,Northeast,1102,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407,0,X,X,101.0,STREET,IC,Invest Cont,740.0,753.0,BAYWOOD                      ST,34.1353,-118.269,500.0,UNKNOWN WEAPON/OTHER WEAPON,BRUNSWICK                    AV,998.0,
105,201104046,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1345,11,Northeast,1143,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,72,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,745.0,,1900    HYPERION                     AV,34.1053,-118.2785,,,,,
106,201004008,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1000,10,West Valley,1023,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300,20,M,O,101.0,STREET,IC,Invest Cont,421.0,,7100    WILBUR                       AV,34.1993,-118.5448,,,,,
107,200604072,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,830,6,Hollywood,677,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,61,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,,800 N  RIDGEWOOD                    PL,34.0854,-118.3146,,,,,
108,200604016,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1001,6,Hollywood,636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 2004 1218 1822,36,M,W,101.0,STREET,IC,Invest Cont,230.0,,YUCCA,34.1039,-118.331,308.0,STICK,WILCOX,,
109,200604034,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1125,6,Hollywood,632,2,624,BATTERY - SIMPLE ASSAULT,0444,75,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,624.0,,1400 N  KINGS                        RD,34.0971,-118.3735,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
110,200904020,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,400,9,Van Nuys,904,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,15000    SATICOY                      ST,34.2085,-118.4597,,,,,
111,201104029,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,930,11,Northeast,1102,2,624,BATTERY - SIMPLE ASSAULT,1820 2002,27,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,624.0,,4000    PERLITA                      AV,34.1254,-118.2648,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
112,201004027,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1000,10,West Valley,1049,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 1202 0377,33,F,O,108.0,PARKING LOT,IC,Invest Cont,330.0,,16800    BURBANK                      BL,34.1718,-118.4993,,,,,
113,200304059,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2300,3,Southwest,361,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1251 1257 1501 0552,3,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,237.0,,4000    URSULA                       AV,34.0149,-118.3524,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
114,200704048,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,145,7,Wilshire,701,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0446 2034,30,M,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),IC,Invest Cont,230.0,,700 N  LA CIENEGA                   BL,34.0842,-118.3765,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
115,200604026,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1515,6,Hollywood,643,1,310,BURGLARY,0344,38,M,W,707.0,GARAGE/CARPORT,AA,Adult Arrest,310.0,,1600 N  LA BREA                      AV,34.1007,-118.3494,,,,,
116,200904010,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,245,9,Van Nuys,911,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0446 0334 1414 2000 0416 0913,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236.0,,15600    VANOWEN                      ST,34.1939,-118.4729,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
117,200404036,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2100,4,Hollenbeck,427,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,745.0,,4400    BEAGLE                       ST,34.0805,-118.1906,,,,,
118,201104049,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1420,11,Northeast,1172,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000,26,M,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,626.0,,2200    DUANE                        ST,34.0902,-118.2597,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
119,201004026,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1823,10,West Valley,1091,1,310,BURGLARY,1609 0321,44,M,O,504.0,OTHER RESIDENCE,IC,Invest Cont,310.0,,3800    WINFORD                      DR,34.1386,-118.5525,,,,,
120,200104006,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,30,1,Central,101,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,31,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,626.0,,900    FIGUEROA                     TR,34.0663,-118.2441,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
121,200804048,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2130,8,West LA,855,1,330,BURGLARY FROM VEHICLE,1609 0377 0344 1300,35,M,O,101.0,STREET,IC,Invest Cont,330.0,,1700    WESTWOOD                     BL,34.0519,-118.4388,,,,,
122,201104011,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,230,11,Northeast,1163,2,624,BATTERY - SIMPLE ASSAULT,0910 0416,29,M,H,801.0,MTA BUS,IC,Invest Cont,624.0,,SANTA MONICA,34.0909,-118.2917,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VERMONT,,
123,200904016,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,100,9,Van Nuys,943,1,350,"THEFT, PERSON",0352 0346 0344 0910,18,F,H,128.0,BUS STOP/LAYOVER (ALSO QUERY 124),IC,Invest Cont,350.0,,6000    VAN NUYS                     BL,34.1747,-118.4442,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
124,200604019,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,130,6,Hollywood,639,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,F,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),IC,Invest Cont,341.0,,5200    HOLLYWOOD                    BL,34.1036,-118.3049,,,,,
125,200204049,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1830,2,Rampart,269,2,624,BATTERY - SIMPLE ASSAULT,0602 0561 2002 0444 0416 0446 0432,52,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,1400    JAMES M WOOD                 BL,34.0508,-118.2683,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
126,200804017,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,100,8,West LA,897,1,330,BURGLARY FROM VEHICLE,0358 1302 1307 1609 0344 1822,45,M,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330.0,,3300    CASTLE HEIGHTS               AV,34.0314,-118.3998,,,,,
127,201104036,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1345,11,Northeast,1128,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0429,79,M,H,102.0,SIDEWALK,IC,Invest Cont,624.0,,VERMONT,34.1225,-118.1818,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",MAUBERT,,
128,200704005,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,40,7,Wilshire,721,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,39,F,W,503.0,HOTEL,AO,Adult Other,626.0,,400 S  LA CIENEGA                   BL,34.0735,-118.3828,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
129,200104034,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,838,1,Central,164,1,110,CRIMINAL HOMICIDE,1218 2004 0411 1822,56,M,H,210.0,RESTAURANT/FAST FOOD,AA,Adult Arrest,110.0,,100 E  7TH                          ST,34.0446,-118.2507,207.0,OTHER KNIFE,,,
130,201004036,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1945,10,West Valley,1033,2,625,OTHER ASSAULT,1822 1310,59,M,O,101.0,STREET,IC,Invest Cont,625.0,,VICTORY,34.1866,-118.536,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",RESEDA,,
131,200204042,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2100,2,Rampart,237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446 2002 0432 0417,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,,200    UNION                        PL,34.0619,-118.2654,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
132,200604039,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,220,6,Hollywood,646,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,102.0,SIDEWALK,IC,Invest Cont,745.0,,6700    HOLLYWOOD                    BL,34.1016,-118.3361,,,,,
133,200204025,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,940,2,Rampart,261,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 1243 0448 0429 0216,38,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,,2200 W  8TH                          ST,34.0554,-118.2789,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
134,200904033,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,15,9,Van Nuys,926,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0906 1822,20,M,H,710.0,OTHER PREMISE,IC,Invest Cont,624.0,,6500    SYLMAR                       AV,34.1887,-118.4465,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
135,201004038,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2024,10,West Valley,1031,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309,0,M,O,402.0,MARKET,IC,Invest Cont,442.0,,19300    VICTORY                      BL,34.1866,-118.5535,,,,,
136,201104005,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,210,11,Northeast,1183,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,0,X,X,108.0,PARKING LOT,IC,Invest Cont,740.0,,1300    ECHO PARK                    AV,34.0832,-118.2572,,,,,
137,200104044,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1607,1,Central,156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0422 0554,35,M,B,517.0,MISSIONS/SHELTERS,AO,Adult Other,930.0,,500 S  SAN PEDRO                    ST,34.0437,-118.2455,511.0,VERBAL THREAT,,,
138,200904028,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,200,9,Van Nuys,909,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814,32,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,745.0,,13900    RUNNYMEDE                    ST,34.2058,-118.4356,,,,,
139,200704039,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2200,7,Wilshire,702,2,624,BATTERY - SIMPLE ASSAULT,2055 0216 2031 0903 0447 1514,23,F,B,108.0,PARKING LOT,IC,Invest Cont,624.0,,7700    MELROSE                      AV,34.0837,-118.3574,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
140,200804021,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,940,8,West LA,859,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1420 0344 0216 1822,40,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,,1700 S  LA CIENEGA                   BL,34.0495,-118.3805,,,,,
141,200604014,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,330,6,Hollywood,637,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0913,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230.0,,1700 N  GOWER                        ST,34.1017,-118.3224,204.0,FOLDING KNIFE,,,
142,201004015,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,130,10,West Valley,1012,1,350,"THEFT, PERSON",2000 0344 1813,42,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,350.0,,7400    BAIRD                        AV,34.2048,-118.5374,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
143,200604070,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,100,6,Hollywood,656,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 1822,24,M,W,102.0,SIDEWALK,IC,Invest Cont,230.0,,6500    SANTA MONICA                 BL,34.0907,-118.331,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
144,200804034,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,50,8,West LA,806,2,624,BATTERY - SIMPLE ASSAULT,1822 1420 0446 0416,35,F,W,503.0,HOTEL,AA,Adult Arrest,624.0,,700 N  STONE CANYON                 RD,34.0862,-118.4452,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
145,200704892,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1000,7,Wilshire,725,1,330,BURGLARY FROM VEHICLE,1300 0344,48,F,O,702.0,OFFICE BUILDING/OFFICE,IC,Invest Cont,330.0,,W  3RD                          ST,34.0697,-118.3498,,,S  FULLER                       AV,,
146,200804030,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,750,8,West LA,898,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1414,33,F,H,104.0,DRIVEWAY,IC,Invest Cont,740.0,,2300 S  CORNING                      ST,34.0391,-118.3802,,,,,
147,201104038,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,800,11,Northeast,1149,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,100 S  AVENUE 57,34.1074,-118.1978,,,,,
148,200600501,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,30,6,Hollywood,636,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100,0,X,X,108.0,PARKING LOT,IC,Invest Cont,753.0,,WHITLEY,34.1016,-118.3333,102.0,HAND GUN,HOLLYWOOD,,
149,200604008,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1000,6,Hollywood,647,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,IC,Invest Cont,510.0,,5800    HAROLD                       WY,34.0993,-118.3159,,,,,
150,201104069,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1030,11,Northeast,1195,1,330,BURGLARY FROM VEHICLE,0344 0358 0321 1307 0329,36,F,H,101.0,STREET,IC,Invest Cont,330.0,,STADIUM                      WY,34.0724,-118.247,,,ELYSIAN PARK                 DR,,
151,201004037,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,400,10,West Valley,1001,2,624,BATTERY - SIMPLE ASSAULT,0416 1206,42,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,624.0,,19100    CANTARA                      ST,34.2193,-118.5492,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
152,200804031,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1340,8,West LA,831,1,330,BURGLARY FROM VEHICLE,1822 1307 1609,21,M,A,108.0,PARKING LOT,IC,Invest Cont,330.0,,12000    WILSHIRE                     BL,34.0473,-118.4768,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
153,201104015,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,835,11,Northeast,1177,1,210,ROBBERY,0319 0325 0344 0945 0400 0416,0,X,X,301.0,GAS STATION,IC,Invest Cont,210.0,,2600 N  FIGUEROA                     ST,34.0884,-118.2258,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
154,200604004,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,10,6,Hollywood,668,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1414,41,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,626.0,,5700    VIRGINIA                     AV,34.0918,-118.3136,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
155,200704041,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,1210,7,Wilshire,724,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1218 0913 2004,41,F,B,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,IC,Invest Cont,236.0,,100 S  GARDNER                      ST,34.0735,-118.3571,304.0,CLUB/BAT,,,
156,201104051,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2200,11,Northeast,1181,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,35,F,W,101.0,STREET,IC,Invest Cont,624.0,,ROSEMONT,34.0808,-118.2655,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SUNSET,,
